"","ratings","date","review_header","review","Topic"
"581",5,"January 15, 2009","i adore this place. every time i go to the city i stop by and have rice pudding for dinner. i haven't had a flavor...","i adore this place. every time i go to the city i stop by and have rice pudding for dinner. i haven't had a flavor that i don't like.",4
"582",5,"December 26, 2008","im not a fan of rice pudding but this place took my breath away. their rice pudding is delicious and the best part is...","im not a fan of rice pudding but this place took my breath away. their rice pudding is delicious and the best part is that you can have a taste of allll their flavors before you choose wich one to have for dessert or wich...more",1
"583",5,"December 22, 2008","i love rice pudding. i...","i love rice pudding. i love tiramisu. therefore, i love tiramisu flavored rice pudding. so much more yummy and bad for you than frogurt (ick!).",5
"584",4,"October 5, 2008","this place is fun. as many options as a good icecream shop. very rich. i found a small was enough.","this place is fun. as many options as a good icecream shop. very rich. i found a small was enough.",1
"585",3,"September 3, 2008","not a huge rice pudding...","not a huge rice pudding fan..but this place was interesting..even more so to the eyes..",1
"586",3,"September 1, 2008","curious place. nice location. worth a try.","curious place. nice location. worth a try.",2
"587",5,"August 6, 2008","never knew i liked rice...","never knew i liked rice pudding...now i can't get enough of r2r.",3
"588",4,"July 28, 2008","if you are in the area for dinner - save this place for desert","if you are in the area for dinner - save this place for desert",2
"589",4,"July 13, 2008","really good rice pudding. worth a try.","really good rice pudding. worth a try.",4
"590",3,"July 12, 2008","heaven for sweet rice lover","heaven for sweet rice lover",5
"591",3,"July 8, 2008","wasn't that great, had better.","wasn't that great, had better.",4
"592",2,"July 3, 2008","nice to have dessert after lombardis and its only across the street..french toast rice was fab","nice to have dessert after lombardis and its only across the street..french toast rice was fab",4
"593",5,"June 28, 2008","milchreiss!","milchreiss!",2
"594",2,"June 21, 2008","all kinds of different flavors of rice pudding.","all kinds of different flavors of rice pudding.",5
"595",5,"June 15, 2008","definitely the place to...","definitely the place to go if you are a fan of rice pudding... can't wait to be back in nyc for my share of rice pudding...",4
"596",4,"June 14, 2008","good for stop by after your 6 hour shopping in soho. have a rice pudding as a snack. take a break. then go shopping...","good for stop by after your 6 hour shopping in soho. have a rice pudding as a snack. take a break. then go shopping again.",1
"597",4,"June 10, 2008","got $50?","got $50?",5
"598",4,"June 1, 2008","so many rice pudding recipes -- who knew?","we stopped here during the onlocation movie and tv show tour (a scene from hitch was filmed here), and it's a fun, futurustic place to have a relatively unusual snack, rice pudding, in how many different flavors? 20 or so? we had chocolate chip cookie...more",2
"599",5,"May 27, 2008","the best rice pudding ever!!!","the best rice pudding ever!!!",3
"600",5,"May 16, 2008","it never disappoints - always tastes sooooooooooo gooooood. yumm.","it never disappoints - always tastes sooooooooooo gooooood. yumm.",3
"601",5,"May 15, 2008","hazelnut chocolate bear...","hazelnut chocolate bear hug is my absolute favorite.",1
"602",1,"May 14, 2008","i'm sorry. i tried. but...","i'm sorry. i tried. but i'd rather have ice cream.",5
"603",5,"April 26, 2008","love it great dessert, check out the marscapone!!","love it great dessert, check out the marscapone!!",1
"604",5,"April 14, 2008","do i even need to say it?!","do i even need to say it?!",4
"605",4,"April 13, 2008","devilish delicious... a...","devilish delicious... a bit pricey.",2
"606",5,"March 29, 2008","this is the funniest place ever. the 31 flavors of rice pudding. must see.","this is the funniest place ever. the 31 flavors of rice pudding. must see.",2
"607",4,"March 28, 2008","the 31 flavors of rice!","the 31 flavors of rice!",4
"608",5,"March 22, 2008","try the hazelnut chocolate bear hug. it is heavenly.","try the hazelnut chocolate bear hug. it is heavenly.",4
"609",3,"March 17, 2008","rice pudding almost in any flavor.","rice pudding almost in any flavor.",5
"610",5,"March 8, 2008","i really like this place!!!!","i really like this place!!!!",2
"611",5,"March 4, 2008","quirky little place that...","quirky little place that serves coconut rice pudding... yum!",1
"612",5,"February 15, 2008","fun place to try something new, i recommend the rum raisin rice pudding!","fun place to try something new, i recommend the rum raisin rice pudding!",4
"613",2,"February 6, 2008","i dont really know why i...","i dont really know why i went to this place because i am not a big rice pudding fan. it may have been the colorful modern decor that pops out at you, which you just cant resist to explore, like a fly to a bright...more",3
"614",4,"January 31, 2008","phenomenon rice puddings...","phenomenon rice puddings desserts all kinds of flavours.....",1
"615",4,"January 26, 2008","modern and fun rice pudding place! my female friends love it! like their unusual flavors (e.g. tiramisu, cheesecake...","modern and fun rice pudding place! my female friends love it! like their unusual flavors (e.g. tiramisu, cheesecake, coconut, etc.) and cute bowls. a bit pricey, though.",1
"616",4,"January 22, 2008","perfect place to stop into after a long day of shopping or after eating dinner in soho.","perfect place to stop into after a long day of shopping or after eating dinner in soho.",4
"617",4,"January 10, 2008","when i was a kid i would...","when i was a kid i would gag on pudding so i was reluctant to try this place. after hearing raving reviews from friends, i decided to give in. omfg! superb!... and this ain't no bill cosby puddin' crap either. the strawberry is my favorite!...more",2
"618",5,"January 9, 2008","rice pudding heaven","my husband and i visited the store on christmas day and it was the best if you like rice pudding. they have over 30 flavors to choose from and it can be overwhelming. i had the caramel rice pudding and it was so yummy. i...more",1
"619",5,"January 8, 2008","featured in the movie, hitch, this is a one of a kind rice pudding restaurant. it's very modern and has very little...","featured in the movie, hitch, this is a one of a kind rice pudding restaurant. it's very modern and has very little seating room, but the rice pudding and toppings are delicious. it's just like an ice cream shop, only you order your rice pudding...more",5
"620",4,"January 8, 2008","brings rice pudding to a...","brings rice pudding to a whole new level.",3
"621",5,"January 6, 2008","if you like rice pudding...welcome to heaven.","if you like rice pudding...welcome to heaven.",3
"622",4,"December 22, 2007","good rice pudding, not so friendly staff.","good rice pudding, not so friendly staff.",3
"623",3,"December 20, 2007","do people eat that much...","do people eat that much rice pudding? it is pretty good but still can't understand how they keep their business. however, pretty fun design even down to small details like their containers and spoons. i think that's why it is a bit costly for simple...more",4
"624",3,"December 12, 2007","super decadent and tasty. a must for all pudding fans. best rice pudding ever. about 50 flavors. i gave this as...","super decadent and tasty. a must for all pudding fans. best rice pudding ever. about 50 flavors. i gave this as christmas presents to friends in alabama last year.",4
"625",4,"December 7, 2007","when i go back to nyc","when i go back to nyc",3
"626",5,"December 7, 2007","never really big on rice...","never really big on rice pudding until i went to this place, totally changed my views on rice pudding, awesome restuarant",2
"627",2,"December 7, 2007","brian loves it im not a...","brian loves it im not a rice pudding fan",5
"628",3,"December 5, 2007","nice place! i'm not that big a rice dessert person and when i went i wasn't hungry so i'm going to give it another...","nice place! i'm not that big a rice dessert person and when i went i wasn't hungry so i'm going to give it another shot when my appetite permits.",2
"629",4,"December 1, 2007","go here after you get lombardi's pizza across the street.","go here after you get lombardi's pizza across the street.",3
"630",4,"November 30, 2007","good rice puddings!","good rice puddings!",1
"631",1,"November 28, 2007","are you kidding?! overrated.","are you kidding?! overrated.",2
"632",5,"November 25, 2007","the rice pudding come in...","the rice pudding come in many different flavors and they were all delicious.",5
"633",5,"November 25, 2007","love itttttt!!!","love itttttt!!!",3
"634",4,"November 22, 2007","the only reason they don't get five stars is that they only serve rice pudding, and i don't think a one-item joint...","the only reason they don't get five stars is that they only serve rice pudding, and i don't think a one-item joint should get five stars. but their rice pudding is excellent.",4
"635",4,"November 19, 2007","the rice pudding is always perfectly cooked and creamy. love all the unique flavors and toppings. will miss this...","the rice pudding is always perfectly cooked and creamy. love all the unique flavors and toppings. will miss this place after i move out of nyc...",1
"636",5,"November 17, 2007","love the container it holds the rice pudding. lots of choice. great desserts place after lombardi's pizza. little...","love the container it holds the rice pudding. lots of choice. great desserts place after lombardi's pizza. little pricey. will go agian",1
"637",4,"November 12, 2007","if you like rice pudding, this is the place. it was in the movie hitch too...","if you like rice pudding, this is the place. it was in the movie hitch too...",3
"638",4,"November 7, 2007","very good dessert place","very good dessert place",1
"639",5,"June 6, 2007","seriously good!","if you don't like rice pudding then this isn't a place for you. if you happen to love it as much as i do, then rice to riches is a dream. there are so many flavors and toppings to choose from and even the smallest...more",4
"640",4,"April 30, 2007","yummy","my title says it all. if you like rice pudding this is the place to go.",4
"641",5,"March 28, 2007","think you don't like rice pudding?","visited rice to riches as part of a movie location tour. it was featured in the will smith movie ""hitch"".
20+ flavours of rice pudding. i didn't think i liked it, but i do now! it's a funky, futuristic shop with a great attitude to...more",3
"642",2,"December 26, 2006","great if you like rice pudding","this is one of those ""only-in-new york"" places. my dear friend told me about it and we went yesterday. the place is wonderfully deisgned and hilarious in terms of its overall marketing hubris regarding rice pudding. they definitely have a good number of flavors and...more",5
"643",2,"September 7, 2006","not a fan","i was actually looking forward to visiting rice to riches. when i got there i was pleased with the atmosphere- very light-hearted and playful. when i saw they had my three favorite flavors i became quite excited to try them together. however, when i ordered...more",5
"644",5,"August 18, 2006","wow!!","first off, i am not a big fan of rice pudding, but at the urgings of my boyfriend, who swears by rice to riches, i decided to give it a shot. i am so glad i did! the only word to describe this place is...more",2
"645",5,"December 26, 2004","not your mom's rice pudding!","no offense to your mom, 'cause *i* have never made rice pudding like this...or tasted rice pudding like this elsewhere. which makes me suspect that i probably don't want to know how many fat grams make it taste as great as it does...
rice to...more",4
